sentence,og_sentence,kmeans_cluster,x,y
tớ lắp rồi bạn ạ,Tớ lắp r b ah,9,18.610798,59.981945
quét mã qr không thấy ra,Quét mã QR k thấy ra,3,-0.18894,-61.049038
hướng dẫn lắp cầu trươnt lấy ở đâu,Hướng dẫn lắp cầu trươnt lấy ở đâu,13,-42.609375,-24.756983
mai lại phải hẹn lại giờ nhận,Mai lại phải hẹn lại giờ nhận,6,-18.382303,20.02775
cố gắng cho tớ hôm nay được không vì tớ hẹn rồi,Cố gắng cho t hnay đc k vì t hẹn rùi,6,-28.843828,3.103267
đang dọn nhà quên không để hxuong,Đang dọn nhà quên ko để hxuong,3,-0.415411,-55.820427
mình vưqf gọi rồi,Mình vưqf gọi rồi,6,-29.046953,-12.681312
đây,Đây,3,-2.736691,-69.245544
gửi về được này cho mình nhé,Gửi về đc này cho mình nhé,1,-17.083441,79.335159
0916135586,0916135586,11,75.702507,-37.440731
ngân hàng bưu điện liên việt pgd ý yên yên tiến ý yên nam định,"Ngân hàng bưu điện liên việt pgd ý yên, yên tiến, ý yên, nam định",10,-45.103497,-41.981125
họ nhận tới 21h,Họ nhận tới 21h,10,-34.860779,-63.629822
bọc phần trên đi,Đọc phần trên đi,7,4.086913,-46.335056
đến hôm trước mình bảo bạn kệ đó,Đơn hôm trước mình bảo bạn kê đó,12,-26.809074,47.412998
mình nhận đx tiền rồi,Mình nhận đx tiền rồi,6,-27.01675,-1.734197
uhm,Uhm,11,67.320015,-36.751659
tớ đưa hình rõ ràng,T đưa hình rõ ràng,10,-36.7006,-67.746849
loại khác à,Loại khác à,2,49.412159,10.825727
bạn bấm lại vào link đi,Bạn bấm lại vào link đi,6,-11.699272,2.71342
shop cho hỏi,Shop cho hỏi,1,2.471656,89.741272
nguyễn thị ngân số nhà 20 đường nguyễn biên thị trấn cẩm xuyên huyện cẩm xuyên tỉnh hà tĩnh,"Nguyễn thị ngân, số nhà 20, đường nguyễn biên, thị trấn cẩm xuyên, huyện cẩm xuyên, tỉnh hà tĩnh",13,-63.110817,-16.933865
với tính tổng tiền cho mình với ạ,Vơi tính tổng tiền cho m với ạ,0,13.542883,26.775511
vậy lấy mình 1 bộ nhé,Vậy lấy m 1 bộ nhé,9,31.565166,70.507668
bé mình mới 3 tháng tuổi à,Bé mình mới 3 tháng tuổi à,0,13.060414,38.487576
mấy tháng tuổi ngồi được,Mấy tháng tuổi ngồi được,8,7.697782,-1.207818
bạn giao sớm giúp mình để ông bà còn chở cũi về cho mình luôn nhé,B giao sớm giúp m để ông bà còn chở cũi về cho m luôn nhé,6,-23.875599,4.768913
đx bạn nha,Đx b nha,14,3.242466,-27.77808
mình mua 2 thanh nối thêm là 2 size khác nhau nha,Mình mua 2 thanh nối thêm là 2 size khác nhau nha,0,26.362196,27.599131
2059 chứ nhỉ,2059 chứ nhỉ,3,-20.833975,-81.286255
ạ 2 thanh nối mình lấy 2 loại khác nhau nha 1 loại 12cm và 1 loại 36cm,"Ah 2 thanh nối mình lấy 2 loại khác nhau nha, 1 loại 12cm và 1 loại 36cm",8,33.688839,3.495417
fatz,Fatz,10,-71.917839,-56.143646
tầm khoảng 1 triệu thôi ý,Tầm khoảng 1 tr thui ý,8,23.290417,-18.412691
chốt gửi hàng cho mình,Chốt gửi hàng cho mình,12,-36.860939,24.890516
bạn check xong chưa,Bạn check xong chưa?,14,-4.326907,-25.867428
mắc vậy hả,mắc vậy hả,7,24.142813,-49.949482
0934017388,0934017388,11,73.535683,-37.841629
lê hoang hai yen,le hoang hai yen,10,-62.001072,-59.617592
cốc topaz city 180 cao lỗ p4 q8 thành phố hồ chí minh em nha,"cc topaz city 180 cao lỗ, p4 q8, tphcm em nha",13,-61.188183,-22.721388
láng,Láng,5,91.048279,2.229698
0932234429,0932234429,11,68.106339,-32.395515
764 lăng nhé,764 lăng nhé,10,-32.443489,-62.941513
về ý yến nam định,Về ý yến. Nam định,13,-45.842037,-22.925953
à bộ trang 450,À bô thang 450,3,5.588571,-72.090736
shop gửi được không,sh gửi đc ko,1,-6.602975,74.681694
check lên đơn xong chuyển luôn giúp mình nhé,check lên đơn xong chuyển luôn giúp m nhé,12,-33.060616,36.116741
nên mình đang gửi sớm giúp em nhé,nên mình đóng gửi sớm giúp e nhé,1,-21.721832,64.061394
chị lấy quây nhựa í,C lấy quây nhựa í,14,9.406331,-18.617575
1 6m x 1 8m em nhé,"1,6m x 1,8m e nhe",14,0.587858,-42.056
vậy thôi chị lấy cái nhựa kia,Vây thôi c lấy cái nhựa kia,8,35.210751,12.165585
thế phải khoan đất ạ,Thế fai khoan đất ah,3,16.785593,-68.2285
uh em ạ,Uh em ah,0,12.316467,15.903791
bạn ấy bận không xly em ạ,B ấy bận ko xly em ah,14,8.243744,-29.092651
chị qên mất không báo lại em là không xly được chị phải lấy cái dây để buộc,"C qên mất ko báo lại e là ko xly đc, c fai lấy cái dây để buộc",6,-10.283326,3.837735
em báo anh ấy qa xly cho chị cái này luôn nhé,E báo anh ấy qa xly cho c cái này luôn nhe,14,-18.695478,-12.753171
chị đang chờ ở đây,C đang chờ ở đây,13,-43.699116,-7.083808
bạn có mẫu này kg,ban co mẫu nay kg,2,41.09428,15.150135
ạ làm thanh ghế ăn luôn à,à.lam thanh ghế ăn lun à,8,29.403885,14.319044
thì khác nhau chỗ nào,thi khac nhau chỗ nao,2,54.166168,6.772722
trong ngày được thì tốt nhé,Trong ngày được thì tốt nhé,12,-32.404522,50.987495
đến số 57 ngõ 444 đội cấn,Đến số 57 ngõ 444 đội cấn,13,-50.021641,-27.502041
cho mình 1 bộ này nhé,Cho m 1 bộ này nhé,9,35.420647,78.007088
không đổi nha,Ko đổi nha,0,1.537117,27.10243
con xám nha,Con xám nha,3,1.586339,-52.282845
mình chuyển tiền con thú nhún ngựa rồi nha,Mình chuyển tiền con thú nhún ngựa rồi nha,14,-9.516148,-25.402605
giao vào thành phố hồ chí minh khoảng mấy ngày vậy ạ,Giao vào tphcm khoảng mấy ngày vậy ạ?,4,-60.766296,-0.220549
lấy em 1 bộ tàu này nhé,Lấy e 1 bộ tàu này nhé,9,31.386196,53.924053
huhu,Huhu,5,88.690948,-7.820669
cho mình xin ảnh nhea,Cho m xin ảnh nhea,12,-37.714077,17.990294
cho mình cái bập bênh nhot nhé,Cho m cái bập bênh nhot nhé,14,-22.224709,-18.719221
bộ này nữa nhé,Bộ này nữa nhé,9,41.263706,66.513718
667 nguyễn văn cừ cửa hàng ép tuyo thuỷ lực,667 Nguyễn Văn Cừ (cửa hàng ép tuyo thuỷ lực),10,-51.069965,-60.864151
đây ạ,Đây ạ,8,49.810879,-8.432178
0904636995,0904636995,11,72.995369,-35.86483
vây ạ,Vay ah,3,-0.891813,-76.537109
check là không phải mua thêm thanh chắn,Chắc la k phai mua them thanh chắn,2,31.407133,27.923172
1 cái 80 cm 1 cái 70 cm,"1 cái 80 cm,1 cái 70 cm",3,10.790611,-72.347633
mình đo rồi,Minh đo roi,6,-28.583424,-8.753137
cho mình 2 tháng chắc đen số 341 vũ tông phan,Cho minh 2 thang chắn đen số 341 vũ tông Phan,3,1.262484,-51.819088
mình mua để đi du lịch,Mình mua để đi du lịch,14,-25.596106,-18.932859
vậy thôi bạn,Vậy thôi bạn,2,46.625946,40.121502
chung cư 5ạ lê đức thọ 0977904678,Chung cư 5a lê đức thọ 0977904678,13,-53.140095,-33.266975
kệ cả hàng nhỏ,Kể cả hàng nhỏ,7,12.145701,-28.771627
mình không biết lắp bé sơ sinh dùng được không bạn,M k biết lắp bé sơ sinh dùng dc k b,0,-3.439773,36.051727
bạn lắp cho mình được không,B lắp cho m dc k,1,-6.897523,77.474579
sẵn không bạn,Sẵn k b,6,1.25768,-5.350013
không bán theo món là qây xích đu ạ,K bán theo món là qây & xích đu ạ ?,7,17.973761,-59.247425
là bán nguyên set hoặc bán riêng bộ qây,"Là bán nguyên set , hoặc bán riêng bộ qây",3,5.45682,-72.333809
comfy bộ xích đu thêm ạ của bộ vương miện này,Cobf bộ xích đu thêm ạ của bộ vương miện này ?,3,13.199483,-71.646233
mình ở hồ chí minh phí vận chuyển sao ạ,M ở hcm phí vc sao ạ,4,-59.972683,-2.848457
0961355493,0961355493,11,70.840752,-36.65625
bé không,Bé Ko,1,12.576497,73.174255
bé không,Bé Ko,1,12.5765,73.173317
vây bgio co chương trình ho tro gia vay shop,Vây bgio co ctrinh ho tro gia vay sh,10,-69.429649,-58.439907
vây ạ,Vậy a,3,-0.891751,-76.53698
dây này shop,Đây nay sh,8,39.134548,-12.674447
shop cho mình hỏi máy tiệt trùng sấy khô fat bgio gia nao bạn,Sh cho minh hoi may tiệt trùng sấy khô fat bgio gia nao bạn,3,-6.661912,-49.993462
mình cũng không hỏi ở nhà,Mình cũng ko hỏi ở nhà,4,-46.965973,12.605283
mình đi làm không ở nhà ạ,Mình đi làm ko ở nhà ạ,4,-47.054333,11.729912
số mẹ mình,Số mẹ mình,6,-9.950307,10.683491
0913532640,0913532640,11,60.814346,-37.762299
0986846676,0986846676,11,65.7379,-27.510826
số 01 ngách 25 ngõ 505 trần khát chân hà nội ạ,Số 01 ngách 25 ngõ 505 Trần Khát Chân Hà Nội ạ,13,-70.902184,-10.86159
khoảng mat không ạ,thoang mat ko ạ,7,8.969573,-48.76527
em không ạ,êm ko ạ,1,13.163429,71.499634
bé em 7m,bé e 7m,14,-14.736115,-28.731297
thks bạn ạ,Thks b ạ,7,22.122557,-48.093102
0977549284,0977549284,11,70.769852,-44.188751
nguyễn thị thu hương,Nguyễn thị thu hương,13,-56.606594,-10.967754
ngọc trì-kim hoa-mê linh-hà nội,Ngọc trì-kim hoa-mê linh-hà nội,10,-64.466972,-54.927292
cái cầu tuột con hang không chị,cai cau tuot con hang k chi,8,31.101269,1.321182
em không dac shôe dau,e k dac shoope dau,10,-35.807316,-64.034187
em đi ra bưu điện em gửi nek,e đi ra bưu điện e gửi nek,14,-9.393909,-24.686077
vừa cho thành đẩy được ạ,Vừa cho thành đẩy được ạ,4,-44.858219,1.318866
vừa ladm ghế bập bênh được,Vừa ladm ghế bập bệnh được,3,3.871194,-61.79974
vậy để em thử đặt,Vậy để e thử đặt,6,-6.608436,9.303552
nếu được hôm nay thì tốt nhất ạ,Nếu đc hnay thì tốt nhất ạ,12,-34.330364,50.345879
vậy thứ 2 ạ,Vậy thứ 2 ạ,8,37.713882,6.773499
mai là thứ 7 em không đi làm,Mai là thứ 7 e ko đi làm,0,3.185003,28.229937
được không ạ,Đc k ạ?,1,9.250907,71.570953
áo mưa bạn,Áo mưa b,10,-55.732769,-66.542747
người chuyển đỗ thị hằng nga,Người chuyên đỗ thị hằng nga,10,-44.992126,-41.084927
mình chuyển cọc 1 triệu nhé,Mình chuyen cọc 1 tr nhé,14,-19.127739,-16.647043
sao lại 195x2 mua 1 con thôi mà,Sao lại  195x2 .mua 1 con thôi  mà,0,23.02285,27.967093
0976750709,0976750709,11,67.59343,-44.885021
to n09b2 khu đô thị mới dịch vọng nhé,toà n09b2 khu đô thị mới dịch vọng nhé,13,-45.449852,-28.52322
cao vậy hả shop,Cao vậy hả shop,2,38.888775,35.25988
quây bóng toy house ý ạ,Quây bóng toy house ý ah,7,13.332097,-62.817051
p411 bạn nhé,P411 bạn nhé,14,-12.867857,-39.100147
done nhé,Done nhé,3,-26.411411,-60.461971
cho tớ skt,cho tớ skt,14,-26.48382,-28.603794
hay quá,May quá,9,55.065376,53.822807
mình gọi nói chuyện cho nhanh,Mình gọi nói chuyện cho nhanh,14,-19.152304,-40.671619
mình nhờ chút với ạ,Mình nhờ chút với ạ,6,-5.182907,10.776563
sang tuần mình về nghỉ tết rồi,Sang tuần mình về nghỉ tết r,14,-7.456132,-46.019882
bạn chở qua luôn giúp mình chứ t6 cuối tuần họ đông khách nh đồ họ không nhận đâu ạ,Bạn chở qua luôn giúp mình chứ t6 cuối tuần họ đông khách nh đồ họ k nhận đâu ạ,3,-1.352078,-54.563343
lớn hơn không chị,Lớn hơn k c,0,4.265924,28.465183
vậy có loại nào lớn hơn rồi chị,V có loại nào lớn hơn r c,2,46.212498,32.853996
2 bé tắm 1 lần đủ không ạ,2 bé tắm 1 lần đủ ko ạ,8,20.933121,-17.80266
lấy 1 ngựa 2 bộ 1 ghế,"Lay 1 ngụa, 2 bô, 1 ghế",9,36.786758,53.109158
phía trên 92 cm phía dưới 90 cm như ảnh trên,Phía trên 92 cm phía dưới 90 cm như ảnh trên,10,-37.696491,-73.597893
trước shop báo mình 4890k mà,Trc shop báo mình 4890k mà,6,-21.990643,9.516473
em trả tiền mặt nhé,E trả tiền mặt nhé,6,-15.613602,5.024751
fatz,fatz,10,-71.917809,-56.14431
em mới gọi điện đặt hàng máy tiệt trùng ftaz,E mới gọi điện đặt hàng máy tiệt trùng Ftaz,6,-12.098432,-9.386413
nguyễn thị phương phương,Nguyễn thị phương phương,4,-52.087391,2.732013
vietcombank,Vietcombank,5,90.634003,8.432034
1111000475066,1111000475066,11,72.029869,-39.938587
thế em không lấy nữa à,Thế e ko lấy nữa ak,9,35.179337,42.602818
ghế ăn dặm ạ,Ghế ăn dặm ah,8,19.980213,-20.557693
ghế mình gửi ảnh ấy ạ,Ghế mình gửi ảnh ấy ạ,0,10.976999,46.9772
293 đường cầu giấy,293 đường cầu giấy,7,22.231634,-62.367916
mình lấy voi thông minh với xếp chồng thả bóng,Mình lấy voi thông minh vs xếp chồng thả bóng,3,-4.007743,-57.66573
mua hàng nhé bạn,Mùa hồng nhé bạn,1,-4.869514,76.861404
gửi nhanh dùm mình được kg,Gủi nhanh dùm mình đc kg,14,-17.202913,-39.325798
208 nguyễn hữu cảnh p22 q binh thanh thành phố hồ chí minh 0966397990 trang nguyen,"208 Nguyen Huu Canh,P22,Q.Binh Thanh,Tphcm
0966397990 Trang Nguyen",13,-61.777431,-24.238312
được nhé ạ,Đc nhé ạ,1,-6.600695,75.744423
cho mình xin,Cho mình xin,1,1.087447,93.042122
0904525011,0904525011,11,69.975952,-38.891445
mình vwuà dặn bà rồi,mình vwuaf dặn bà rồi,3,-24.860706,-61.555744
bác gọi lại giúp mình nhé,báo gọi lại giúp mình nhé,12,-37.55479,34.372158
ừ vẫn 91 nguyễn chí thanh bạn à,"ừ, vẫn 91 nguyễn chí thanh b à",13,-47.52166,-19.733734
2 cái nè là 1 đồ cách lắp thui ạ hay là 2 sản phẩm,2 cái nè là 1 do cách lắp thui ah hay là 2 sản phẩm,8,36.122013,5.664012
ùa,Ùa,11,64.085014,-23.863298
vậy chứ giao nhanh được không,Zậy chứ giao nhanh dc ko,6,-16.350126,22.663637
oh,Oh,10,-80.218552,-45.936577
t7 á,T7 á,10,-69.188301,-58.117771
ở sài gòn,Ở sài gòn,13,-59.025787,-38.304306
không biết tới kip trước tết không ạ,Ko biet tới kip trc tết ko ạ,7,6.807198,-44.096928
em có đặt địu cho bé hwa,E có đặt diu cho bé hwa,14,-18.924795,-12.813326
mình lấy con hồng nhé,M lấy con hồng nhé,1,6.181897,59.371975
cho mình hỏi cả bộ này nữa,Cho m hỏi cả bộ này nữa,9,41.250488,69.780838
cái cao nhất là 1350k ạ,Cái cao nhất là 1350k a,8,29.680555,-19.82305
shop gửi em kệ tu nhé,Shop gửi e kệ tu nhé,14,-24.518635,-22.340004
sao phí đac thế shop,Sao phí đac thế shop,7,33.050278,-46.993084
mình ở thành phố hồ chí minh,Mih o tphcm,4,-63.905037,2.538896
nếu mình muốn lấy 2 ghế có được kg shop,Nếu mình muốn lấy 2 ghế có được kg shop,0,7.760307,51.723728
mặt bàn mình có thay đổi được kg shop,Mặt bàn mình có thay doi được kg shop,6,-9.255673,-10.480562
tay ta,Zay ta,10,-55.010365,-60.263306
sao hôm bữa báo em là 680k,Sao hôm bữa báo e là 680k,14,-6.014895,-12.377127
xong thì bạn bô grap delivẻ sang nhà cho mình nhé,Xong thì bạn book grap deliver sang nhà cho mình nhé,14,-12.329398,-29.893482
đây bạn nhé,Đây bạn nhé,12,-12.794059,34.467785
hàng đến mình gửi tiền,Hàng đến mình gửi tiền,1,-10.532385,65.170967
thôi đành thế vậy,Thôi đành thế vậy,7,37.253365,-47.564667
mình không thấy ai gọi,Mình ko thấy ai gọi,12,-25.230253,49.32877
32 phùng khắc khoan p phước mỹ thành phố phan rang tháp chàm ninh thuận,"32 phùng khắc khoan, p phước mỹ, tp phan rang tháp chàm ninh thuận",10,-59.618912,-41.470329
còn ghế ngồi với mấy tiệt trung shop,Còn ghế ngồi vs mấy tiệt trubgf shop?,8,30.238495,17.20507
0987557803,0987557803,11,68.68998,-41.634289
trong size bé nhé,Trắng sz bé nhé,9,12.823002,55.349163
gửi tớ với,Gửi tớ với,1,0.61237,71.513947
không phải không s luon,K pk s luon,7,10.725352,-31.713112
em hỏi đó nặng 20kg không,E hoi đó nặng 20kg k,14,-11.689055,-30.319298
mình đặt giúp,Mình đặt giúp,1,-23.599226,78.982933
thảm 0768483584,Thảo: 0768483584,10,-41.354942,-74.242462
xanh này đúng không ạ,Xanh này đúng ko ạ,2,33.468529,22.32304
bé bạn nhws,Be b nhws,14,-0.071855,-35.955563
hoàn kiếm hà nội,Hoàn kiếm hn,4,-75.393044,-8.091164
15 cửa nam,15 cửa nam,13,-53.395649,-33.602757
0966633918,0966633918,11,60.761703,-39.445217
cũng tầm 50k bạn à,cũng tầm 50k b ak,7,9.785351,-30.251038
0914675888,0914675888,11,75.571419,-37.50935
đây rồi,Đây rồi,6,-4.435901,-9.225239
có người quen hỏi mua,Có ng quen hỏi mua,6,-3.717654,0.787002
giờ hành chính mình đ chỉ khác,Giờ HC m đ chỉ khác,7,6.694279,-35.282585
giờ hành chính à shop,Giờ hành chính à shop,8,7.793072,3.414551
get started,Get Started,4,-73.61322,15.229013
g243 khu phố 7 phường long bình thạnh phố biên hòa đồng nai tân cảng icd long bình cổng a kho 10ạ 0368124090,"G243,Khu Phố 7, Phường Long Bình, Thành Phố Biên Hòa, Đồng Nai ( Tân Cảng ICD Long Bình , cổng A, kho 10A)  
0368124090",13,-59.256016,-26.064745
em lấy bộ đó,E lấy bộ đó,9,31.021769,67.99691
em lấy bộ này,E lấy bộ này,9,40.987499,69.371284
bình relea ý shop,Bình relea ý shop?,8,12.908304,-4.824329
0989775435,0989775435,11,61.616776,-25.602074
51 phú diễn,51 phú diễn,10,-66.579681,-55.041031
1m và 50cm bạn ạ,1m và 50cm b ạ,7,24.846575,-30.738987
thảm và bóng,thảm và bóng,2,47.168789,27.947325
cầu trượt xích đu ngựa,"cầu trượt, xích đu, ngựa",7,41.126255,-25.688011
bao gồm tất cả luôn phải không ạ,bao gồm tất cả luôn pk ạ,8,22.226416,12.773411
